verb_lemma	verb_freq	P(verb)	caus_freq	P(CAUS)	expected_P(CAUS^verb)	actual_P(CAUS^verb)	log_expected	log_actual	log_odds_ratio
yoğur	75	0.0	1.0	0.064	0.0	0.013333333333333334		-4.31748811353631	
raporla	74	0.0	1e-10	0.064	0.0	1.3513513513513515e-12		-27.329916023144627	
şişir	74	0.0	1e-10	0.064	0.0	1.3513513513513515e-12		-27.329916023144627	
körel	73	0.0	13.0	0.064	0.0	0.1780821917808219		-1.7255100836868544	
küs	73	0.0	10.0	0.064	0.0	0.136986301369863		-1.9878743481543455	
yadırga	72	0.0	3.0	0.064	0.0	0.041666666666666664		-3.1780538303479458	
gübrele	71	0.0	1e-10	0.064	0.0	1.4084507042253522e-12		-27.288530806981772	
yala	71	0.0	1e-10	0.064	0.0	1.4084507042253522e-12		-27.288530806981772	
taçlan	71	0.0	65.0	0.064	0.0	0.9154929577464789		-0.08829260714567831	
fısılda	71	0.0	1e-10	0.064	0.0	1.4084507042253522e-12		-27.288530806981772	
taşır	70	0.0	1e-10	0.064	0.0	1.4285714285714287e-12		-27.274346171989816	
alıntıla	69	0.0	1e-10	0.064	0.0	1.4492753623188406e-12		-27.259957434537718	
tanıtla	69	0.0	1.0	0.064	0.0	0.014492753623188406		-4.23410650459726	
yuvala	69	0.0	1e-10	0.064	0.0	1.4492753623188406e-12		-27.259957434537718	
göğüsle	68	0.0	1e-10	0.064	0.0	1.4705882352941176e-12		-27.245358635116563	
ilaçla	68	0.0	1e-10	0.064	0.0	1.4705882352941176e-12		-27.245358635116563	
tatlan	68	0.0	66.0	0.064	0.0	0.9705882352941176		-0.02985296314968116	
vakfet	68	0.0	1e-10	0.064	0.0	1.4705882352941176e-12		-27.245358635116563	
aşer	67	0.0	1e-10	0.064	0.0	1.4925373134328359e-12		-27.230543549331422	
sarar	67	0.0	3.0	0.064	0.0	0.04477611940298507		-3.1060803307228566	
üşü	67	0.0	7.0	0.064	0.0	0.1044776119402985		-2.2587824703356527	
öğütle	66	0.0	1e-10	0.064	0.0	1.5151515151515153e-12		-27.21550567196688	
neticelen	65	0.0	9.0	0.064	0.0	0.13846153846153847		-1.9771626925594177	
savuş	65	0.0	63.0	0.064	0.0	0.9692307692307692		-0.031252543504104426	
makyajla	65	0.0	1e-10	0.064	0.0	1.5384615384615385e-12		-27.200238199836093	
tuzla	65	0.0	1e-10	0.064	0.0	1.5384615384615385e-12		-27.200238199836093	
tavla	65	0.0	1e-10	0.064	0.0	1.5384615384615385e-12		-27.200238199836093	
kemir	64	0.0	1e-10	0.064	0.0	1.5625e-12		-27.18473401330013	
içir	64	0.0	1.0	0.064	0.0	0.015625		-4.1588830833596715	
güneşle	64	0.0	1e-10	0.064	0.0	1.5625e-12		-27.18473401330013	
sulan	64	0.0	62.0	0.064	0.0	0.96875		-0.0317486983145803	
tanıla	64	0.0	1e-10	0.064	0.0	1.5625e-12		-27.18473401330013	
torpille	64	0.0	1e-10	0.064	0.0	1.5625e-12		-27.18473401330013	
yol	63	0.0	1e-10	0.064	0.0	1.5873015873015873e-12		-27.16898565633199	
dilimle	63	0.0	1e-10	0.064	0.0	1.5873015873015873e-12		-27.16898565633199	
serpiştir	63	0.0	1e-10	0.064	0.0	1.5873015873015873e-12		-27.16898565633199	
eğir	63	0.0	1e-10	0.064	0.0	1.5873015873015873e-12		-27.16898565633199	
kıpırda	63	0.0	9.0	0.064	0.0	0.14285714285714285		-1.9459101490553135	
usan	63	0.0	4.0	0.064	0.0	0.06349206349206349		-2.7568403652716422	
stokla	62	0.0	1e-10	0.064	0.0	1.6129032258064516e-12		-27.15298531498555	
serinle	62	0.0	26.0	0.064	0.0	0.41935483870967744		-0.8690378470236094	
sönümle	61	0.0	1e-10	0.064	0.0	1.639344262295082e-12		-27.136724794113768	
vedalaş	61	0.0	1e-10	0.064	0.0	1.639344262295082e-12		-27.136724794113768	
tazele	61	0.0	1e-10	0.064	0.0	1.639344262295082e-12		-27.136724794113768	
koç	60	0.0	1e-10	0.064	0.0	1.6666666666666668e-12		-27.12019549216256	
fotoğrafla	60	0.0	1e-10	0.064	0.0	1.6666666666666668e-12		-27.12019549216256	
gücen	60	0.0	26.0	0.064	0.0	0.43333333333333335		-0.8362480242006186	
paslan	59	0.0	5.0	0.064	0.0	0.0847457627118644		-2.468099531471619	
kaygılan	59	0.0	16.0	0.064	0.0	0.2711864406779661		-1.3049487216659381	
inle	59	0.0	8.0	0.064	0.0	0.13559322033898305		-1.9980959022258835	
zincirle	59	0.0	1.0	0.064	0.0	0.01694915254237288		-4.07753744390572	
dona	59	0.0	1e-10	0.064	0.0	1.6949152542372881e-12		-27.103388373846176	
yavrula	59	0.0	1.0	0.064	0.0	0.01694915254237288		-4.07753744390572	
sağ	59	0.0	1e-10	0.064	0.0	1.6949152542372881e-12		-27.103388373846176	
mahmuzla	59	0.0	1e-10	0.064	0.0	1.6949152542372881e-12		-27.103388373846176	
elver	58	0.0	1e-10	0.064	0.0	1.7241379310344829e-12		-27.086293940486875	
ayıl	58	0.0	7.0	0.064	0.0	0.1206896551724138		-2.114532861491106	
azımsa	58	0.0	1e-10	0.064	0.0	1.7241379310344829e-12		-27.086293940486875	
hareketlen	58	0.0	58.0	0.064	0.0	1.0		0.0	
duraksa	57	0.0	2.0	0.064	0.0	0.03508771929824561		-3.349904087274605	
ikile	57	0.0	1e-10	0.064	0.0	1.7543859649122809e-12		-27.068902197775007	
aşır	57	0.0	28.0	0.064	0.0	0.49122807017543857		-0.7108467576593462	
ayart	56	0.0	1e-10	0.064	0.0	1.7857142857142858e-12		-27.051202620675607	
bocala	55	0.0	1.0	0.064	0.0	0.01818181818181818		-4.007333185232471	
yakar	55	0.0	1e-10	0.064	0.0	1.8181818181818183e-12		-27.03318411517293	
maskele	55	0.0	1e-10	0.064	0.0	1.8181818181818183e-12		-27.03318411517293	
seyrel	55	0.0	35.0	0.064	0.0	0.6363636363636364		-0.45198512374305727	
zulmet	54	0.0	1e-10	0.064	0.0	1.851851851851852e-12		-27.01483497650473	
çınla	54	0.0	2.0	0.064	0.0	0.037037037037037035		-3.295836866004329	
eklemle	54	0.0	1e-10	0.064	0.0	1.851851851851852e-12		-27.01483497650473	
kireçle	54	0.0	1e-10	0.064	0.0	1.851851851851852e-12		-27.01483497650473	
vadet	54	0.0	1e-10	0.064	0.0	1.851851851851852e-12		-27.01483497650473	
şenlen	54	0.0	45.0	0.064	0.0	0.8333333333333334		-0.1823215567939546	
arızalan	53	0.0	1e-10	0.064	0.0	1.886792452830189e-12		-26.996142843492578	
çat	53	0.0	1e-10	0.064	0.0	1.886792452830189e-12		-26.996142843492578	
havla	53	0.0	1e-10	0.064	0.0	1.886792452830189e-12		-26.996142843492578	
sırtla	53	0.0	1e-10	0.064	0.0	1.886792452830189e-12		-26.996142843492578	
düşle	53	0.0	1e-10	0.064	0.0	1.886792452830189e-12		-26.996142843492578	
pozla	52	0.0	1e-10	0.064	0.0	1.923076923076923e-12		-26.977094648521884	
bütünle	52	0.0	1e-10	0.064	0.0	1.923076923076923e-12		-26.977094648521884	
ufala	51	0.0	1e-10	0.064	0.0	1.9607843137254904e-12		-26.957676562664783	
sataş	51	0.0	1e-10	0.064	0.0	1.9607843137254904e-12		-26.957676562664783	
presle	51	0.0	1e-10	0.064	0.0	1.9607843137254904e-12		-26.957676562664783	
içerle	51	0.0	1e-10	0.064	0.0	1.9607843137254904e-12		-26.957676562664783	
katalogla	51	0.0	1e-10	0.064	0.0	1.9607843137254904e-12		-26.957676562664783	
kükre	50	0.0	1e-10	0.064	0.0	2e-12		-26.937873935368604	
yapraklan	50	0.0	1.0	0.064	0.0	0.02		-3.912023005428146	
yun	50	0.0	1e-10	0.064	0.0	2e-12		-26.937873935368604	
cilala	50	0.0	1e-10	0.064	0.0	2e-12		-26.937873935368604	
ürk	50	0.0	1e-10	0.064	0.0	2e-12		-26.937873935368604	
aldan	50	0.0	1e-10	0.064	0.0	2e-12		-26.937873935368604	
sıyır	50	0.0	2.0	0.064	0.0	0.04		-3.2188758248682006	
mahvol	50	0.0	1e-10	0.064	0.0	2e-12		-26.937873935368604	
dire	49	0.0	1e-10	0.064	0.0	2.040816326530612e-12		-26.917671228051084	
kırbaçla	49	0.0	12.0	0.064	0.0	0.24489795918367346		-1.4069136483226263	
şişele	49	0.0	1e-10	0.064	0.0	2.040816326530612e-12		-26.917671228051084	
yort	49	0.0	1e-10	0.064	0.0	2.040816326530612e-12		-26.917671228051084	
yankıla	48	0.0	1e-10	0.064	0.0	2.0833333333333334e-12		-26.897051940848346	
okşa	48	0.0	1e-10	0.064	0.0	2.0833333333333334e-12		-26.897051940848346	
ölçekle	48	0.0	1e-10	0.064	0.0	2.0833333333333334e-12		-26.897051940848346	
şükret	48	0.0	1e-10	0.064	0.0	2.0833333333333334e-12		-26.897051940848346	
yelten	48	0.0	1e-10	0.064	0.0	2.0833333333333334e-12		-26.897051940848346	
parılda	48	0.0	1.0	0.064	0.0	0.020833333333333332		-3.871201010907891	
kıvran	48	0.0	1.0	0.064	0.0	0.020833333333333332		-3.871201010907891	
melezle	48	0.0	1e-10	0.064	0.0	2.0833333333333334e-12		-26.897051940848346	
isle	48	0.0	17.0	0.064	0.0	0.3541666666666667		-1.0379876668516748	
bölümle	48	0.0	1e-10	0.064	0.0	2.0833333333333334e-12		-26.897051940848346	
heyecanlan	47	0.0	47.0	0.064	0.0	1.0		0.0	
kurşunla	47	0.0	1e-10	0.064	0.0	2.1276595744680853e-12		-26.875998531650517	
uçuş	47	0.0	1.0	0.064	0.0	0.02127659574468085		-3.8501476017100584	
ölçüş	46	0.0	1e-10	0.064	0.0	2.173913043478261e-12		-26.85449232642955	
sinirlen	46	0.0	46.0	0.064	0.0	1.0		0.0	
düğümle	46	0.0	1e-10	0.064	0.0	2.173913043478261e-12		-26.85449232642955	
rendele	46	0.0	1e-10	0.064	0.0	2.173913043478261e-12		-26.85449232642955	
asfaltla	46	0.0	1.0	0.064	0.0	0.021739130434782608		-3.828641396489095	
bordala	45	0.0	1e-10	0.064	0.0	2.2222222222222224e-12		-26.832513419710775	
akset	45	0.0	32.0	0.064	0.0	0.7111111111111111		-0.3409265869705932	
arala	45	0.0	1e-10	0.064	0.0	2.2222222222222224e-12		-26.832513419710775	
işe	44	0.0	1.0	0.064	0.0	0.022727272727272728		-3.784189633918261	
ekşi	44	0.0	15.0	0.064	0.0	0.3409090909090909		-1.0761394328160512	
tabakla	44	0.0	1e-10	0.064	0.0	2.272727272727273e-12		-26.810040563858717	
demle	44	0.0	1e-10	0.064	0.0	2.272727272727273e-12		-26.810040563858717	
güdümle	44	0.0	1e-10	0.064	0.0	2.272727272727273e-12		-26.810040563858717	
köpür	44	0.0	9.0	0.064	0.0	0.20454545454545456		-1.5869650565820417	
kucaklaş	44	0.0	1.0	0.064	0.0	0.022727272727272728		-3.784189633918261	
çaprazla	43	0.0	1e-10	0.064	0.0	2.325581395348837e-12		-26.78705104563402	
kümele	43	0.0	1e-10	0.064	0.0	2.325581395348837e-12		-26.78705104563402	
incin	43	0.0	1e-10	0.064	0.0	2.325581395348837e-12		-26.78705104563402	
kıvır	43	0.0	1.0	0.064	0.0	0.023255813953488372		-3.7612001156935624	
ıskala	42	0.0	1e-10	0.064	0.0	2.3809523809523812e-12		-26.763520548223823	
horla	42	0.0	1.0	0.064	0.0	0.023809523809523808		-3.7376696182833684	
sarkıt	42	0.0	1e-10	0.064	0.0	2.3809523809523812e-12		-26.763520548223823	
tüt	42	0.0	9.0	0.064	0.0	0.21428571428571427		-1.540445040947149	
bitiş	42	0.0	17.0	0.064	0.0	0.40476190476190477		-0.9044562742271522	
bez	42	0.0	20.0	0.064	0.0	0.47619047619047616		-0.7419373447293773	
kotar	42	0.0	3.0	0.064	0.0	0.07142857142857142		-2.639057329615259	
dizginle	42	0.0	1e-10	0.064	0.0	2.3809523809523812e-12		-26.763520548223823	
yaşar	42	0.0	3.0	0.064	0.0	0.07142857142857142		-2.639057329615259	
gerçekle	42	0.0	1.0	0.064	0.0	0.023809523809523808		-3.7376696182833684	
kak	41	0.0	1e-10	0.064	0.0	2.4390243902439026e-12		-26.739422996644766	
çırpın	41	0.0	1e-10	0.064	0.0	2.4390243902439026e-12		-26.739422996644766	
öykün	41	0.0	1e-10	0.064	0.0	2.4390243902439026e-12		-26.739422996644766	
telaşlan	41	0.0	13.0	0.064	0.0	0.3170731707317073		-1.148622709242771	
lekele	41	0.0	1e-10	0.064	0.0	2.4390243902439026e-12		-26.739422996644766	
kara	41	0.0	28.0	0.064	0.0	0.6829268292682927		-0.3813675565291038	
ürküt	41	0.0	1e-10	0.064	0.0	2.4390243902439026e-12		-26.739422996644766	
il	41	0.0	1e-10	0.064	0.0	2.4390243902439026e-12		-26.739422996644766	
ulu	40	0.0	1e-10	0.064	0.0	2.5000000000000003e-12		-26.71473038405439	
yoksun	40	0.0	1e-10	0.064	0.0	2.5000000000000003e-12		-26.71473038405439	
diret	40	0.0	1e-10	0.064	0.0	2.5000000000000003e-12		-26.71473038405439	
tüne	40	0.0	1e-10	0.064	0.0	2.5000000000000003e-12		-26.71473038405439	
yeşillen	40	0.0	27.0	0.064	0.0	0.675		-0.3930425881096072	
kaşı	40	0.0	1e-10	0.064	0.0	2.5000000000000003e-12		-26.71473038405439	
yüreklen	40	0.0	37.0	0.064	0.0	0.925		-0.0779615414697118	
baltala	40	0.0	1e-10	0.064	0.0	2.5000000000000003e-12		-26.71473038405439	
uslan	40	0.0	3.0	0.064	0.0	0.075		-2.5902671654458267	
tersin	40	0.0	1e-10	0.064	0.0	2.5000000000000003e-12		-26.71473038405439	
lehimle	40	0.0	1e-10	0.064	0.0	2.5000000000000003e-12		-26.71473038405439	
devin	39	0.0	2.0	0.064	0.0	0.05128205128205128		-2.9704144655697013	
ucuzla	39	0.0	7.0	0.064	0.0	0.1794871794871795		-1.717651497074333	
tekmele	39	0.0	1e-10	0.064	0.0	2.564102564102564e-12		-26.689412576070104	
eksilt	39	0.0	1e-10	0.064	0.0	2.564102564102564e-12		-26.689412576070104	
buna	39	0.0	1e-10	0.064	0.0	2.564102564102564e-12		-26.689412576070104	
fırçala	39	0.0	1e-10	0.064	0.0	2.564102564102564e-12		-26.689412576070104	
montajla	38	0.0	1e-10	0.064	0.0	2.631578947368421e-12		-26.663437089666843	
konumla	38	0.0	1e-10	0.064	0.0	2.631578947368421e-12		-26.663437089666843	
kon(II)	38	0.0	1e-10	0.064	0.0	2.631578947368421e-12		-26.663437089666843	
gev	38	0.0	1e-10	0.064	0.0	2.631578947368421e-12		-26.663437089666843	
ambalajla	38	0.0	1e-10	0.064	0.0	2.631578947368421e-12		-26.663437089666843	
nemlen	38	0.0	24.0	0.064	0.0	0.631578947368421		-0.4595323293784402	
mırıldan	38	0.0	1e-10	0.064	0.0	2.631578947368421e-12		-26.663437089666843	
akaçla	38	0.0	1e-10	0.064	0.0	2.631578947368421e-12		-26.663437089666843	
buzlan	38	0.0	1e-10	0.064	0.0	2.631578947368421e-12		-26.663437089666843	
bileş	37	0.0	14.0	0.064	0.0	0.3783783783783784		-0.9718605830289657	
doğrul	37	0.0	1.0	0.064	0.0	0.02702702702702703		-3.6109179126442243	
ıraksa	37	0.0	1e-10	0.064	0.0	2.702702702702703e-12		-26.636768842584683	
kökleş	37	0.0	4.0	0.064	0.0	0.10810810810810811		-2.2246235515243336	
hazmet	37	0.0	3.0	0.064	0.0	0.08108108108108109		-2.512305623976115	
büyült	37	0.0	1e-10	0.064	0.0	2.702702702702703e-12		-26.636768842584683	
alıkonul	37	0.0	1e-10	0.064	0.0	2.702702702702703e-12		-26.636768842584683	
koşuş	37	0.0	31.0	0.064	0.0	0.8378378378378378		-0.17693070815907821	
tiksin	37	0.0	5.0	0.064	0.0	0.13513513513513514		-2.001480000210124	
yuhala	37	0.0	1.0	0.064	0.0	0.02702702702702703		-3.6109179126442243	
taşın	37	0.0	1.0	0.064	0.0	0.02702702702702703		-3.6109179126442243	
perdele	36	0.0	1e-10	0.064	0.0	2.7777777777777777e-12		-26.609369868396566	
grupla	36	0.0	1e-10	0.064	0.0	2.7777777777777777e-12		-26.609369868396566	
sersemle	36	0.0	23.0	0.064	0.0	0.6388888888888888		-0.4480247225269604	
postala	36	0.0	1e-10	0.064	0.0	2.7777777777777777e-12		-26.609369868396566	
dola	36	0.0	2.0	0.064	0.0	0.05555555555555555		-2.890371757896165	
tomurcuklan	35	0.0	1e-10	0.064	0.0	2.8571428571428574e-12		-26.581198991429872	
duyumsa	35	0.0	2.0	0.064	0.0	0.05714285714285714		-2.8622008809294686	
geçiş	35	0.0	25.0	0.064	0.0	0.7142857142857143		-0.3364722366212129	
ölçümle	35	0.0	1e-10	0.064	0.0	2.8571428571428574e-12		-26.581198991429872	
tütsüle	34	0.0	1e-10	0.064	0.0	2.9411764705882352e-12		-26.55221145455662	
tık	34	0.0	2.0	0.064	0.0	0.058823529411764705		-2.833213344056216	
kar	34	0.0	1e-10	0.064	0.0	2.9411764705882352e-12		-26.55221145455662	
iğnele	34	0.0	1e-10	0.064	0.0	2.9411764705882352e-12		-26.55221145455662	
ayıpla	34	0.0	1e-10	0.064	0.0	2.9411764705882352e-12		-26.55221145455662	
sarmala	34	0.0	1e-10	0.064	0.0	2.9411764705882352e-12		-26.55221145455662	
düz	34	0.0	1e-10	0.064	0.0	2.9411764705882352e-12		-26.55221145455662	
emekle	34	0.0	1e-10	0.064	0.0	2.9411764705882352e-12		-26.55221145455662	
kımılda	33	0.0	3.0	0.064	0.0	0.09090909090909091		-2.3978952727983707	
harla	33	0.0	1e-10	0.064	0.0	3.0303030303030305e-12		-26.522358491406937	
eş	33	0.0	1e-10	0.064	0.0	3.0303030303030305e-12		-26.522358491406937	
ota	33	0.0	1e-10	0.064	0.0	3.0303030303030305e-12		-26.522358491406937	
kaçış	33	0.0	1e-10	0.064	0.0	3.0303030303030305e-12		-26.522358491406937	
acık	33	0.0	1.0	0.064	0.0	0.030303030303030304		-3.4965075614664802	
çatallan	33	0.0	1.0	0.064	0.0	0.030303030303030304		-3.4965075614664802	
iğren	32	0.0	2.0	0.064	0.0	0.0625		-2.772588722239781	
palazla	32	0.0	1e-10	0.064	0.0	3.125e-12		-26.491586832740182	
eğril	32	0.0	1e-10	0.064	0.0	3.125e-12		-26.491586832740182	
hançerle	32	0.0	6.0	0.064	0.0	0.1875		-1.6739764335716716	
ağrı	32	0.0	9.0	0.064	0.0	0.28125		-1.2685113254635072	
boğumla	32	0.0	1e-10	0.064	0.0	3.125e-12		-26.491586832740182	
öksür	32	0.0	1e-10	0.064	0.0	3.125e-12		-26.491586832740182	
kamçıla	31	0.0	1e-10	0.064	0.0	3.225806451612903e-12		-26.459838134425603	
sün	31	0.0	4.0	0.064	0.0	0.12903225806451613		-2.0476928433652555	
yeniş	31	0.0	1e-10	0.064	0.0	3.225806451612903e-12		-26.459838134425603	
duygulan	31	0.0	10.0	0.064	0.0	0.3225806451612903		-1.1314021114911006	
tırmala	31	0.0	1e-10	0.064	0.0	3.225806451612903e-12		-26.459838134425603	
yit	31	0.0	1.0	0.064	0.0	0.03225806451612903		-3.4339872044851463	
şımar	31	0.0	23.0	0.064	0.0	0.7419354838709677		-0.29849298855599654	
evir	31	0.0	1e-10	0.064	0.0	3.225806451612903e-12		-26.459838134425603	
mıknatıslan	31	0.0	1e-10	0.064	0.0	3.225806451612903e-12		-26.459838134425603	
sigortala	30	0.0	2.0	0.064	0.0	0.06666666666666667		-2.70805020110221	
bun	30	0.0	1e-10	0.064	0.0	3.3333333333333335e-12		-26.42704831160261	
avut	30	0.0	1e-10	0.064	0.0	3.3333333333333335e-12		-26.42704831160261	
sabırsızlan	30	0.0	1e-10	0.064	0.0	3.3333333333333335e-12		-26.42704831160261	
meylet	30	0.0	1.0	0.064	0.0	0.03333333333333333		-3.4011973816621555	
sayıkla	30	0.0	1e-10	0.064	0.0	3.3333333333333335e-12		-26.42704831160261	
tasla	30	0.0	1e-10	0.064	0.0	3.3333333333333335e-12		-26.42704831160261	
mükâfatlandır	30	0.0	1e-10	0.064	0.0	3.3333333333333335e-12		-26.42704831160261	
gürle	30	0.0	1.0	0.064	0.0	0.03333333333333333		-3.4011973816621555	
beyazlat	29	0.0	1e-10	0.064	0.0	3.4482758620689658e-12		-26.393146759926932	
gıdıkla	29	0.0	1e-10	0.064	0.0	3.4482758620689658e-12		-26.393146759926932	
sabret	29	0.0	1e-10	0.064	0.0	3.4482758620689658e-12		-26.393146759926932	
pus	29	0.0	1e-10	0.064	0.0	3.4482758620689658e-12		-26.393146759926932	
doluş	29	0.0	1e-10	0.064	0.0	3.4482758620689658e-12		-26.393146759926932	
tökezle	29	0.0	1e-10	0.064	0.0	3.4482758620689658e-12		-26.393146759926932	
irkil	29	0.0	4.0	0.064	0.0	0.13793103448275862		-1.9810014688665833	
hopla	28	0.0	3.0	0.064	0.0	0.10714285714285714		-2.2335922215070942	
kokuş	28	0.0	1e-10	0.064	0.0	3.5714285714285716e-12		-26.35805544011566	
didiş	28	0.0	1e-10	0.064	0.0	3.5714285714285716e-12		-26.35805544011566	
yed	28	0.0	1e-10	0.064	0.0	3.5714285714285716e-12		-26.35805544011566	
vuruş	28	0.0	1.0	0.064	0.0	0.03571428571428571		-3.332204510175204	
sızla	27	0.0	1.0	0.064	0.0	0.037037037037037035		-3.295836866004329	
hakket	27	0.0	1.0	0.064	0.0	0.037037037037037035		-3.295836866004329	
uslamla	27	0.0	1e-10	0.064	0.0	3.703703703703704e-12		-26.321687795944786	
yokla	27	0.0	1e-10	0.064	0.0	3.703703703703704e-12		-26.321687795944786	
sın	27	0.0	1e-10	0.064	0.0	3.703703703703704e-12		-26.321687795944786	
karıncalan	27	0.0	1.0	0.064	0.0	0.037037037037037035		-3.295836866004329	
büzüş	26	0.0	1.0	0.064	0.0	0.038461538461538464		-3.258096538021482	
tartakla	26	0.0	1.0	0.064	0.0	0.038461538461538464		-3.258096538021482	
mele	26	0.0	11.0	0.064	0.0	0.4230769230769231		-0.8602012652231115	
methet	26	0.0	1e-10	0.064	0.0	3.846153846153846e-12		-26.283947467961937	
özümle	26	0.0	1.0	0.064	0.0	0.038461538461538464		-3.258096538021482	
hapşır	26	0.0	1e-10	0.064	0.0	3.846153846153846e-12		-26.283947467961937	
çömel	26	0.0	1e-10	0.064	0.0	3.846153846153846e-12		-26.283947467961937	
yumrukla	26	0.0	1e-10	0.064	0.0	3.846153846153846e-12		-26.283947467961937	
belle	26	0.0	11.0	0.064	0.0	0.4230769230769231		-0.8602012652231115	
yama	26	0.0	1e-10	0.064	0.0	3.846153846153846e-12		-26.283947467961937	
gagala	26	0.0	1e-10	0.064	0.0	3.846153846153846e-12		-26.283947467961937	
defet	25	0.0	1e-10	0.064	0.0	4e-12		-26.244726754808656	
ötele	25	0.0	1e-10	0.064	0.0	4e-12		-26.244726754808656	
tohumla	25	0.0	1e-10	0.064	0.0	4e-12		-26.244726754808656	
vasıflan	25	0.0	24.0	0.064	0.0	0.96		-0.040821994520255166	
tokatla	25	0.0	1e-10	0.064	0.0	4e-12		-26.244726754808656	
çivile	25	0.0	1e-10	0.064	0.0	4e-12		-26.244726754808656	
küfret	25	0.0	1e-10	0.064	0.0	4e-12		-26.244726754808656	
buğula	25	0.0	1e-10	0.064	0.0	4e-12		-26.244726754808656	
eşele	25	0.0	1e-10	0.064	0.0	4e-12		-26.244726754808656	
ban	25	0.0	1e-10	0.064	0.0	4e-12		-26.244726754808656	
söv	25	0.0	1e-10	0.064	0.0	4e-12		-26.244726754808656	
tüylen	24	0.0	2.0	0.064	0.0	0.08333333333333333		-2.4849066497880004	
sıfırla	24	0.0	1e-10	0.064	0.0	4.166666666666667e-12		-26.203904760288403	
yutkun	24	0.0	1e-10	0.064	0.0	4.166666666666667e-12		-26.203904760288403	
kekele	24	0.0	1e-10	0.064	0.0	4.166666666666667e-12		-26.203904760288403	
imle	24	0.0	1e-10	0.064	0.0	4.166666666666667e-12		-26.203904760288403	
deş	24	0.0	1e-10	0.064	0.0	4.166666666666667e-12		-26.203904760288403	
dürt	24	0.0	1e-10	0.064	0.0	4.166666666666667e-12		-26.203904760288403	
açkıla	24	0.0	1e-10	0.064	0.0	4.166666666666667e-12		-26.203904760288403	
kurcala	23	0.0	1e-10	0.064	0.0	4.347826086956522e-12		-26.161345145869607	
törpüle	23	0.0	1e-10	0.064	0.0	4.347826086956522e-12		-26.161345145869607	
ortala	23	0.0	1e-10	0.064	0.0	4.347826086956522e-12		-26.161345145869607	
örsele	23	0.0	1e-10	0.064	0.0	4.347826086956522e-12		-26.161345145869607	
hecele	23	0.0	1e-10	0.064	0.0	4.347826086956522e-12		-26.161345145869607	
sendele	23	0.0	1e-10	0.064	0.0	4.347826086956522e-12		-26.161345145869607	
parselle	23	0.0	1.0	0.064	0.0	0.043478260869565216		-3.1354942159291497	
katıl	23	0.0	1e-10	0.064	0.0	4.347826086956522e-12		-26.161345145869607	
çerçevele	23	0.0	1.0	0.064	0.0	0.043478260869565216		-3.1354942159291497	
imren	23	0.0	3.0	0.064	0.0	0.13043478260869565		-2.03688192726104	
çıkış	23	0.0	1e-10	0.064	0.0	4.347826086956522e-12		-26.161345145869607	
uyukla	23	0.0	1e-10	0.064	0.0	4.347826086956522e-12		-26.161345145869607	
vazifelendir	23	0.0	1e-10	0.064	0.0	4.347826086956522e-12		-26.161345145869607	
zıtlaş	23	0.0	1e-10	0.064	0.0	4.347826086956522e-12		-26.161345145869607	
hasret	22	0.0	1e-10	0.064	0.0	4.545454545454546e-12		-26.116893383298773	
gecele	22	0.0	1e-10	0.064	0.0	4.545454545454546e-12		-26.116893383298773	
dikleş	22	0.0	9.0	0.064	0.0	0.4090909090909091		-0.8938178760220964	
dörtle	22	0.0	1e-10	0.064	0.0	4.545454545454546e-12		-26.116893383298773	
hikâyele	22	0.0	1e-10	0.064	0.0	4.545454545454546e-12		-26.116893383298773	
terasla	22	0.0	1e-10	0.064	0.0	4.545454545454546e-12		-26.116893383298773	
bulgula	21	0.0	1e-10	0.064	0.0	4.7619047619047624e-12		-26.07037336766388	
alar	21	0.0	1e-10	0.064	0.0	4.7619047619047624e-12		-26.07037336766388	
vergile	21	0.0	1e-10	0.064	0.0	4.7619047619047624e-12		-26.07037336766388	
ay	21	0.0	1e-10	0.064	0.0	4.7619047619047624e-12		-26.07037336766388	
panikle	21	0.0	1e-10	0.064	0.0	4.7619047619047624e-12		-26.07037336766388	
böbürlen	20	0.0	1e-10	0.064	0.0	5.0000000000000005e-12		-26.021583203494448	
artakal	20	0.0	1e-10	0.064	0.0	5.0000000000000005e-12		-26.021583203494448	
tınla	20	0.0	2.0	0.064	0.0	0.1		-2.3025850929940455	
neşelen	20	0.0	14.0	0.064	0.0	0.7		-0.35667494393873245	
közle	20	0.0	1e-10	0.064	0.0	5.0000000000000005e-12		-26.021583203494448	
dil	20	0.0	1e-10	0.064	0.0	5.0000000000000005e-12		-26.021583203494448	
yükseltge	20	0.0	1e-10	0.064	0.0	5.0000000000000005e-12		-26.021583203494448	
göçür	20	0.0	1e-10	0.064	0.0	5.0000000000000005e-12		-26.021583203494448	
düzle	20	0.0	4.0	0.064	0.0	0.2		-1.6094379124341003	
tezgâhla	20	0.0	1e-10	0.064	0.0	5.0000000000000005e-12		-26.021583203494448	
ihtisaslaş	20	0.0	1e-10	0.064	0.0	5.0000000000000005e-12		-26.021583203494448	
üstele	20	0.0	1e-10	0.064	0.0	5.0000000000000005e-12		-26.021583203494448	
çalımla	20	0.0	1e-10	0.064	0.0	5.0000000000000005e-12		-26.021583203494448	
afalla	20	0.0	2.0	0.064	0.0	0.1		-2.3025850929940455	
